rubygems/commands/which_command	ok
rubygems/config_file	ok
rubygems/defaults	ok
rubygems/dependency	ok
rubygems/dependency_installer	ok
rubygems/dependency_list	ok
rubygems/exceptions	ok
rubygems/ext	ok
rubygems/ext/builder	err:NameError
rubygems/ext/configure_builder	err:NameError
rubygems/ext/ext_conf_builder	err:NameError
rubygems/ext/rake_builder	err:NameError
rubygems/gem_runner	ok
rubygems/indexer	ok
rubygems/install_update_options	ok
rubygems/installer	ok
rubygems/local_remote_options	ok
rubygems/package	ok
rubygems/package/tar_header	err:NameError
rubygems/package/tar_reader	err:NameError
rubygems/package/tar_reader/entry	err:NameError
rubygems/package/tar_writer	err:NameError
rubygems/platform	ok
rubygems/remote_fetcher	ok
rubygems/requirement	ok
rubygems/security	ok
rubygems/server	ok
rubygems/spec_fetcher	ok
rubygems/specification	ok
rubygems/uninstaller	ok
rubygems/user_interaction	ok
rubygems/validator	ok
rubygems/version	ok
rubygems/version_option	ok
securerandom	ok
set	ok
shellwords	ok
singleton	ok
socket	ok
stringio	ok
strscan	ok
syslog	ok
syslog/logger	ok
tempfile	ok
test/unit	ok
thread	ok
time	ok
timeout	ok
tmpdir	ok
tracer	ok
tsort	ok
typeprof	ok
un	ok
uri	ok
weakref	ok
win32/registry	missing
win32/resolv	missing
win32ole	missing
yaml	ok
yaml/dbm	loaderr
yaml/store	ok
zlib	ok
